date,open,high,low,close,adjusted_close,volume,warning
2024-05-28,113.52,115.11,113.07,114.86,110.9899,13978310,
2024-05-29,114.525,114.545,112.81,113.63,109.8013,13902000,
2024-05-30,113.27,114.13,112.955,113.99,110.1492,14691980,
2024-05-31,114.12,117.49,113.99,117.26,113.309,29037381,
2024-06-03,116.3,116.36,113.76,114.45,110.5937,19589340,
2024-06-04,113.0,113.09,110.92,112.67,108.8737,19412240,
2024-06-05,112.89,113.19,111.48,113.12,109.3085,14863520,
2024-06-06,112.75,114.04,112.11,113.97,110.1299,13154090,
2024-06-07,113.79,114.895,112.6735,112.75,108.951,13289200,
2024-06-10,113.06,114.2199,112.7,113.08,109.2698,15245230,
2024-06-11,112.49,112.6701,111.31,112.17,108.3905,12462400,
2024-06-12,113.3,113.3,110.54,110.93,107.1923,13606790,
2024-06-13,110.84,110.86,109.72,110.04,106.3323,14466870,
2024-06-14,110.02,110.207,108.59,109.11,105.4336,13313430,
2024-06-17,109.17,109.46,108.18,108.36,104.7089,21147939,
2024-06-18,109.03,110.72,108.8,109.38,105.6945,17762920,
2024-06-20,109.91,112.62,109.59,111.74,107.975,17433189,
2024-06-21,111.9,112.695,110.76,110.76,107.028,52220566,
2024-06-24,111.64,114.525,111.64,114.05,110.2072,16266690,
2024-06-25,114.11,114.55,113.455,114.37,110.5164,16213680,
2024-06-26,114.39,114.815,113.14,114.41,110.555,15771750,
2024-06-27,114.99,114.99,114.11,114.9,111.0285,16812730,
2024-06-28,115.86,116.54,114.675,115.12,111.2411,24565910,
2024-07-01,115.71,116.74,114.53,114.96,111.0865,11972880,
2024-07-02,115.9,115.94,113.49,114.18,110.3328,13326700,
2024-07-03,114.27,115.66,114.27,114.76,110.8932,7732928,
2024-07-05,114.61,114.63,112.685,113.37,109.5501,12630990,
2024-07-08,112.39,113.55,111.42,112.18,108.4002,13350550,
2024-07-09,111.11,112.54,110.62,110.94,107.2019,11729090,
2024-07-10,110.92,111.96,110.42,111.92,108.1489,10004090,
2024-07-11,111.43,113.315,110.93,113.25,109.4341,13084880,
2024-07-12,113.99,114.15,112.63,113.27,109.4534,11684950,
2024-07-15,114.27,116.16,113.575,115.21,111.3281,13032500,
2024-07-16,114.35,116.35,113.71,116.04,112.1301,13614050,
2024-07-17,116.74,118.175,116.55,117.64,113.6762,13602770,
2024-07-18,117.95,119.92,117.435,118.8,114.7971,13033560,
2024-07-19,118.59,118.8793,115.87,116.07,112.1591,16157710,
2024-07-22,115.18,115.94,114.58,115.27,111.386,12065880,
2024-07-23,114.81,115.17,113.17,113.41,109.5887,11251730,
2024-07-24,113.765,115.2,113.065,115.01,111.1348,14925180,
2024-07-25,115.17,118.03,114.56,117.43,113.4733,17021699,
2024-07-26,116.77,118.03,116.47,117.33,113.3766,11252480,
2024-07-29,117.32,117.39,115.38,116.1,112.1881,8861806,
2024-07-30,116.36,118.595,116.23,118.17,114.1883,12483860,
2024-07-31,119.64,119.76,118.56,118.59,114.5942,15137710,
2024-08-01,118.35,119.49,116.36,116.95,113.0094,15051480,
2024-08-02,115.97,118.87,115.42,116.88,112.9418,20403770,
2024-08-05,115.54,116.03,113.25,114.77,110.9029,18025859,
2024-08-06,114.45,115.63,113.63,114.16,110.3135,13647780,
2024-08-07,115.45,117.119,115.26,115.68,111.7822,13660660,
2024-08-08,116.08,118.105,115.73,117.89,113.9178,13850990,
2024-08-09,117.885,119.31,117.36,118.85,114.8454,12151870,
2024-08-12,119.55,120.1699,118.02,119.0,114.9904,13228910,
2024-08-13,118.275,118.51,117.5,117.86,113.8888,11585070,
2024-08-14,118.1,119.9,117.63,118.95,114.9421,12194520,
2024-08-15,118.25,119.63,118.12,118.73,115.6531,11579430,
2024-08-16,117.99,118.48,117.66,118.17,115.1076,10056020,
2024-08-19,118.4,120.5,118.17,118.53,115.4583,12417470,
2024-08-20,118.65,118.65,114.51,114.58,111.6107,15631970,
2024-08-21,115.01,115.57,113.76,113.85,110.8996,11752360,
2024-08-22,113.78,115.01,113.635,114.73,111.7568,10609500,
2024-08-23,115.025,116.72,115.025,116.32,113.3056,10381430,
2024-08-26,117.76,118.94,116.92,118.81,115.7311,13671020,
2024-08-27,118.96,119.41,117.4,117.68,114.6303,9991631,
2024-08-28,117.0,117.58,116.26,116.52,113.5004,10742870,
2024-08-29,117.2,118.79,116.35,118.13,115.0687,10753900,
2024-08-30,116.79,118.02,116.29,117.94,114.8836,13284690,
2024-09-03,115.84,116.09,114.04,115.47,112.4776,15723700,
2024-09-04,115.29,116.15,113.975,114.06,111.1042,12620580,
2024-09-05,115.07,115.28,113.07,113.17,110.2372,17200770,
2024-09-06,113.59,114.18,111.732,112.64,109.721,13467750,
2024-09-09,112.87,116.15,112.66,115.01,112.0295,21645330,
2024-09-10,115.1,115.4,110.17,110.82,107.9481,20913410,
2024-09-11,110.775,110.95,107.77,109.72,106.8766,19571949,
2024-09-12,109.9,111.33,109.7609,111.23,108.3475,15923320,
2024-09-13,111.47,112.47,110.93,111.15,108.2696,10035390,
2024-09-16,112.05,113.085,111.69,112.71,109.7891,11729030,
2024-09-17,112.32,114.37,112.12,114.18,111.221,12202560,
2024-09-18,114.11,115.63,113.81,114.58,111.6107,12569930,
2024-09-19,116.16,117.575,115.19,116.0,112.9939,12660640,
2024-09-20,115.46,115.51,114.25,115.27,112.2828,36206199,
2024-09-23,115.33,117.793,115.12,117.36,114.3186,16066290,
2024-09-24,117.84,118.16,116.83,117.05,114.0167,11984860,
2024-09-25,116.485,117.05,114.04,114.77,111.7958,13816040,
2024-09-26,111.14,113.48,111.14,112.8,109.8768,16887910,
2024-09-27,113.76,116.09,113.25,115.82,112.8185,15963970,
2024-09-30,115.46,117.39,114.96,117.22,114.1823,13250660,
2024-10-01,116.04,120.6,115.93,119.93,116.822,23235881,
2024-10-02,121.93,122.82,120.2,121.52,118.3708,17129680,
2024-10-03,121.9,123.17,120.929,122.58,119.4034,16524330,
2024-10-04,123.2,125.19,122.43,124.83,121.5951,19759211,
2024-10-07,125.25,126.34,124.86,125.37,122.1211,15714440,
2024-10-08,123.88,124.02,121.26,122.04,118.8774,14818480,
2024-10-09,120.9,122.5799,120.8,122.09,118.9261,11144860,
2024-10-10,123.16,123.7013,122.29,123.14,119.9489,10243320,
2024-10-11,123.1,124.0339,122.94,123.61,120.4067,8294839,
2024-10-14,123.24,124.26,122.615,124.08,120.8645,9808122,
2024-10-15,120.82,121.95,119.78,120.35,117.2312,15771320,
2024-10-16,120.89,121.435,120.6,120.66,117.5331,8426770,
2024-10-17,120.76,121.58,119.71,120.35,117.2312,11204860,
2024-10-18,120.44,120.64,119.15,120.01,116.9,12898640,
2024-10-21,120.98,121.48,119.72,120.08,116.9682,10177780,
2024-10-22,120.26,121.19,119.94,120.7,117.5721,9201408,
2024-10-23,119.97,120.75,119.4,120.27,117.1532,8320330,
2024-10-24,120.0,120.44,119.125,119.59,116.4908,9905556,
2024-10-25,120.2,120.43,119.315,119.49,116.3934,10714580,
2024-10-28,116.79,119.01,116.77,118.9,115.8187,11844550,
2024-10-29,118.58,119.1719,117.0701,117.28,114.2407,14731020,
2024-10-30,117.66,118.27,116.48,116.69,113.666,12303740,
2024-10-31,117.15,118.67,116.68,116.78,113.7537,20511980,
2024-11-01,119.93,119.95,114.84,114.95,111.9711,20939320,
2024-11-04,116.07,118.7,115.93,118.61,115.5362,14965430,
2024-11-05,119.08,119.21,118.01,118.96,115.8772,10436740,
2024-11-06,121.145,121.91,119.3,121.0,117.8643,20807680,
2024-11-07,121.3,121.5,119.61,121.15,118.0104,12184430,
2024-11-08,120.98,121.42,119.66,121.11,117.9715,12835970,
2024-11-11,121.0,121.62,120.07,120.47,117.348,11969660,
2024-11-12,121.13,121.31,119.8365,120.35,117.2312,11972800,
2024-11-13,120.565,122.05,118.8,121.47,118.3221,15127880,
2024-11-14,121.66,121.88,120.33,120.56,118.4007,13041850,
2024-11-15,120.4,121.24,119.13,119.31,117.1731,19051711,
2024-11-18,119.79,120.62,119.27,120.31,118.1552,14243700,
2024-11-19,119.75,119.75,118.2,118.63,116.5053,11584380,
2024-11-20,119.17,120.47,118.64,120.32,118.165,11360930,
2024-11-21,121.08,122.5547,120.27,121.93,119.7462,14675420,
2024-11-22,121.82,123.21,121.64,121.79,119.6087,13323430,
2024-11-25,121.43,121.88,119.61,119.97,117.8213,26580301,
2024-11-26,119.53,119.68,117.845,117.97,115.8571,14827330,
2024-11-27,118.09,118.73,117.43,117.66,115.5526,11079120,
2024-11-29,117.44,118.5,116.95,117.96,115.8473,9426499,
2024-12-02,118.05,118.2,116.82,117.85,115.7392,12687320,
2024-12-03,118.72,118.72,117.255,117.67,115.5625,11756570,
2024-12-04,117.5,117.55,113.8612,114.28,112.2332,19520580,
2024-12-05,114.71,115.62,114.06,114.78,112.7242,15751200,
2024-12-06,114.54,114.77,113.5,113.57,111.5359,16171070,
2024-12-09,114.64,114.94,112.745,112.9,110.8779,17412570,
2024-12-10,113.585,113.88,111.75,112.67,110.652,20990939,
2024-12-11,112.0,112.39,111.11,111.92,109.9154,32392240,
2024-12-12,111.59,112.38,110.78,111.82,109.8172,14543260,
2024-12-13,111.899,111.899,110.25,110.84,108.8548,13106080,
2024-12-16,110.2,110.4,108.16,108.47,106.5272,20256090,
2024-12-17,107.235,108.17,106.7869,108.01,106.0755,17554000,
2024-12-18,107.57,108.83,106.31,106.42,104.514,17114539,
2024-12-19,107.39,107.67,105.21,105.51,103.6203,20565561,
2024-12-20,105.45,106.135,104.84,105.87,103.9738,40141152,
2024-12-23,105.31,106.6,104.92,106.3,104.3961,12285080,
2024-12-24,106.52,107.19,105.7,106.4,104.4943,7806997,
2024-12-26,106.52,107.03,105.94,106.49,104.5827,9653408,
2024-12-27,106.3,107.99,105.77,106.48,104.5729,11943910,
2024-12-30,106.3,106.56,105.51,105.76,103.8658,11080770,
2024-12-31,106.17,107.9,105.78,107.57,105.6434,12387760,
2025-01-02,108.275,109.0,106.88,107.31,105.388,12685450,
2025-01-03,108.0,108.49,107.46,107.86,105.9282,14237890,
2025-01-06,108.24,109.78,107.52,107.74,105.8103,15623680,
2025-01-07,108.94,110.06,108.28,108.75,106.8022,12625890,
2025-01-08,107.31,107.71,106.01,106.93,105.0148,17858109,
2025-01-10,108.7,110.1,105.78,106.54,104.6318,19304500,
2025-01-13,107.125,109.63,107.125,109.29,107.3325,17073400,
2025-01-14,108.79,109.76,107.83,109.72,107.7548,11191180,
2025-01-15,110.05,111.73,109.47,111.51,109.5128,14521100,
2025-01-16,111.19,111.69,110.55,111.32,109.3262,10366590,
2025-01-17,111.03,112.8651,110.82,112.32,110.3083,19298500,
2025-01-21,112.05,112.175,111.1305,111.47,109.4735,20416289,
2025-01-22,111.2,111.57,109.4,109.53,107.5683,15718010,
2025-01-23,110.31,111.1425,109.61,110.15,108.1771,13726780,
2025-01-24,110.24,110.71,108.41,108.66,106.7138,14235890,
2025-01-27,109.01,110.4506,108.39,110.17,108.1968,15926670,
2025-01-28,110.41,110.87,107.79,108.04,106.1049,15862030,
2025-01-29,107.71,108.78,107.47,108.67,106.7237,12345520,
2025-01-30,109.24,109.85,108.7,109.57,107.6075,14346340,
2025-01-31,110.55,110.55,106.095,106.83,104.9166,20381449,
2025-02-03,106.64,107.3,105.3225,107.09,105.172,14623200,
2025-02-04,106.705,110.28,106.53,109.96,107.9905,14835690,
2025-02-05,109.74,110.01,109.1,109.88,107.912,13364390,
2025-02-06,110.77,111.05,107.985,108.43,106.488,13411400,
2025-02-07,108.78,109.7304,108.32,108.89,106.9397,10051630,
2025-02-10,110.005,111.03,109.875,110.97,108.9825,12142200,
2025-02-11,111.6,112.51,110.82,111.67,109.6699,12713130,
2025-02-12,110.05,110.2269,107.18,107.35,106.3703,18244119,
2025-02-13,107.15,108.41,106.52,108.13,107.1432,15459950,
2025-02-14,108.52,110.23,108.1,108.24,107.2522,15733530,
2025-02-18,108.63,110.99,108.32,110.14,109.1349,20060301,
2025-02-19,110.755,112.13,110.055,110.3,109.2934,10964700,
2025-02-20,110.57,112.42,109.95,112.0,110.9779,16325800,
2025-02-21,111.32,111.85,110.56,110.69,109.6798,14709990,
2025-02-24,110.925,111.86,110.32,111.27,110.2545,13153470,
2025-02-25,111.3,112.13,108.8902,109.73,108.7286,14496960,
2025-02-26,109.74,109.87,108.52,109.46,108.4611,10446410,
2025-02-27,110.01,111.29,109.28,110.15,109.1448,15293170,
2025-02-28,110.11,111.58,109.34,111.33,110.314,18821670,
2025-03-03,111.7,112.1563,106.51,107.76,106.7766,18706881,
2025-03-04,106.36,108.96,105.94,107.54,106.5586,19394910,
2025-03-05,105.84,106.33,103.67,105.44,104.4777,24822250,
2025-03-06,105.43,108.11,104.36,107.62,106.6378,17150230,
2025-03-07,108.41,110.4,108.3,109.02,108.0251,19624971,
2025-03-10,109.275,112.565,109.08,111.8,110.7797,22749070,
2025-03-11,111.92,112.1,108.785,109.16,108.1638,19904740,
2025-03-12,109.05,110.13,108.42,109.13,108.1341,14051500,
2025-03-13,108.33,110.82,107.625,108.67,107.6783,17767840,
2025-03-14,108.94,112.18,108.31,111.9,110.8788,15890060,
2025-03-17,111.8,114.495,111.73,113.76,112.7218,19908789,
2025-03-18,114.09,114.54,112.57,113.64,112.6029,15998710,
2025-03-19,114.2,115.815,113.83,115.41,114.3568,17315000,
2025-03-20,114.72,116.47,114.2125,115.9,114.8423,16230770,
2025-03-21,115.5,115.99,114.35,115.5,114.4459,41102801,
2025-03-24,115.68,116.91,115.58,115.8,114.7432,14207470,
2025-03-25,116.43,117.635,115.9628,116.59,115.526,12081800,
2025-03-26,117.68,119.18,117.68,118.27,117.1907,14112760,
2025-03-27,118.1,119.07,117.258,117.89,116.8141,12740790,
2025-03-28,118.1,118.46,117.235,117.73,116.6556,10233430,
2025-03-31,117.79,119.905,117.79,118.93,117.8446,21652350,
2025-04-01,119.22,119.28,117.93,119.04,117.9536,12425430,
2025-04-02,118.39,118.84,117.66,118.67,117.587,12614610,
2025-04-03,114.37,115.45,112.2315,112.43,111.404,21204641,
2025-04-04,109.865,110.83,103.83,104.34,103.3878,30841320,
2025-04-07,100.39,105.8,98.46,102.94,102.0006,35068449,
2025-04-08,105.455,105.6,99.01,100.77,99.8504,27147750,
2025-04-09,99.37,106.58,98.13,105.8,104.8345,30063289,
2025-04-10,103.71,103.78,97.8,99.93,99.018,33999320,
2025-04-11,100.3,103.93,98.79,103.14,102.1987,22884631,
2025-04-14,105.03,105.09,102.7205,103.39,102.4465,18019971,
2025-04-15,103.635,105.405,103.0,103.1,102.1591,13164860,
2025-04-16,103.95,105.59,103.695,104.19,103.2392,13607020,
2025-04-17,104.69,108.55,104.46,106.92,105.9442,17916471,
2025-04-21,105.61,105.63,104.12,105.35,104.3886,16926490,
2025-04-22,106.14,108.94,106.14,108.3,107.3116,13147050,
2025-04-23,108.81,109.3,106.47,107.37,106.3901,14235710,
2025-04-24,107.97,108.88,106.96,108.63,107.6386,9849553,
2025-04-25,108.14,108.755,107.42,108.57,107.5792,11245790,
2025-04-28,108.75,109.2497,107.68,108.63,107.6386,13890870,
2025-04-29,107.74,108.8299,107.5212,108.36,107.3711,9483135,
2025-04-30,107.415,107.415,104.15,105.63,104.666,20379279,
2025-05-01,105.095,106.92,104.98,105.78,104.8146,18610260,
2025-05-02,107.72,109.0,104.55,106.21,105.2407,16581869,
2025-05-05,104.65,104.6575,103.07,103.27,102.3275,19623971,
2025-05-06,103.89,105.98,103.48,104.71,103.7544,16303450,
2025-05-07,104.99,105.29,104.07,104.61,103.6553,12335920,
2025-05-08,105.34,107.385,105.34,106.07,105.102,19196551,
2025-05-09,107.14,107.745,106.38,107.31,106.3307,10992080,
2025-05-12,110.27,110.44,108.32,109.16,108.1638,14244600,
2025-05-13,109.32,110.51,109.02,109.46,108.4611,13350800,
2025-05-14,108.86,108.86,107.93,108.48,107.49,15494900,
2025-05-15,106.49,108.65,105.97,108.58,108.58,15004300,
2025-05-16,108.65,108.89,107.45,108.19,108.19,14042500,
2025-05-19,107.57,107.57,105.72,106.47,106.47,16802700,
2025-05-20,106.39,106.72,104.78,104.95,104.95,12429300,
2025-05-21,104.53,104.97,103.64,103.66,103.66,16716100,
2025-05-22,103.06,103.47,101.89,102.97,102.97,13417400,
2025-05-23,102.6,103.47,102.07,103.03,103.03,12059400,Data is limited by one year as you have free subscription
